Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-05-08,1245.48,1330.42,1241.79,1330.42,211.6320383,269671.940371,1274.24912852
2017-05-07,1226.22,1252.98,1201.08,1245.46,158.91423879,195325.9109,1229.12781376
2017-05-06,1205.0,1236.93,1199.37,1226.96,136.13336765,166750.56203,1224.90587655
2017-05-05,1212.91,1267.77,1185.01,1202.65,203.40867852,251156.099235,1234.73639897
2017-05-04,1194.94,1295.32,1155.04,1214.72,377.53485891,462894.072993,1226.09624533
2017-05-03,1143.11,1194.94,1128.81,1194.94,148.47567491,171678.817439,1156.27571683
2017-05-02,1119.0,1166.08,1108.94,1142.86,200.50761055,228917.317775,1141.68892217
2017-05-01,1075.09,1142.5,1067.31,1123.04,211.98585849,235122.212415,1109.14102521
2017-04-30,1055.97,1077.04,1034.29,1074.68,135.64643588,142389.394653,1049.70981161
2017-04-29,1049.45,1060.86,1035.44,1055.99,152.94077196,160432.01578,1048.98133914
2017-04-28,1050.93,1067.48,1001.58,1050.23,204.7038372,211779.571441,1034.56571375
2017-04-27,1015.18,1055.05,998.42,1050.68,178.32893801,184236.069068,1033.12491581
2017-04-26,1001.8,1034.83,1001.08,1015.57,174.69629304,177652.173746,1016.92011121
2017-04-25,983.46,1007.25,979.54,1003.46,147.61413454,147333.120955,998.096296227
2017-04-24,979.29,985.68,966.32,983.46,124.52400686,122078.78812,980.363475272
2017-04-23,972.38,983.94,965.49,979.29,69.15520196,67683.6789329,978.72144126
2017-04-22,980.89,982.23,956.4,977.0,101.74117898,99140.6319612,974.43958243
2017-04-21,969.18,986.4,968.4,980.38,91.98492572,90042.412037,978.882260677
2017-04-20,949.57,972.25,947.43,963.33,94.91627875,91239.3393732,961.261235425
2017-04-19,940.48,950.61,930.18,949.61,147.78079605,138867.927497,939.688587478
2017-04-18,952.2,960.44,937.19,940.43,169.66004712,160958.407789,948.711323153
2017-04-17,945.75,954.27,938.8,952.2,75.94748858,71832.5054918,945.818049219
2017-04-16,946.31,955.12,935.57,946.18,68.29217237,64711.1539115,947.563266268
2017-04-15,941.77,1122.16,940.92,945.86,46.5256814,44254.9746417,951.194551267
2017-04-14,945.15,961.09,931.86,942.27,108.61649497,102944.795584,947.782338333
2017-04-13,973.55,977.19,914.2,940.1,192.26139481,181651.039046,944.81286389
2017-04-12,982.98,985.71,964.75,974.76,125.26915187,122337.059593,976.593660668
2017-04-11,977.2,992.95,963.26,981.86,106.93763092,104764.644336,979.679869798
2017-04-10,980.65,986.87,969.7,977.2,132.38135613,129575.943464,978.80809845
2017-04-09,959.67,989.11,953.76,980.38,77.7147237,75431.2239026,970.616896147
2016-12-06,596.09,598.8,594.53,596.88,6.87,4099.23690074,596.686593994
2016-12-05,610.31,610.5,588.68,595.11,105.69110647,63171.7875817,597.702017621
2016-12-04,607.12,610.5,599.19,610.06,92.15372072,55907.2170198,606.673464544
2016-12-03,609.35,611.0,598.1,606.76,104.4515484,63219.994289,605.256650164
2016-12-02,603.81,619.64,600.15,609.11,102.30290456,62449.6716085,610.438891027
2016-12-01,597.27,603.81,592.76,603.81,92.73379484,55634.110871,599.933508243
2016-11-30,589.98,601.07,585.42,597.45,90.18871874,53760.1734098,596.08534372
2016-11-29,593.5,601.56,577.6,590.13,151.07414314,89224.747306,590.60237213
2016-11-28,593.74,601.11,577.6,594.05,79.94992437,47585.7144831,595.193989964
2016-11-27,598.24,599.82,588.01,593.1,62.03462215,36980.9245574,596.13363112
2016-11-26,602.37,603.89,588.0,598.14,59.39504514,35408.9521539,596.160034401
2016-11-25,602.23,604.0,588.01,602.63,89.705,53657.7588934,598.157949873
2016-11-24,603.64,607.93,580.5,601.71,104.35166506,62387.1423922,597.854786086
2016-11-23,610.28,610.65,584.55,605.42,91.76216852,55323.5820476,602.901859665
2016-11-22,598.4,612.64,581.25,610.17,82.60297354,49780.4727662,602.647466947
2016-11-21,603.03,607.6,586.01,599.38,94.88315254,57043.3902013,601.196194205
2016-11-20,618.95,621.47,583.48,602.56,86.19971016,52242.5374691,606.063957432
2016-11-19,615.61,619.31,603.15,618.95,74.4681482,45716.8633975,613.911645483
2016-11-18,599.59,618.21,595.01,616.49,83.02744013,50730.1491729,611.004615986
2016-11-17,605.87,612.4,591.0,599.05,98.1385035,59368.7204057,604.948295403
2016-11-16,579.34,606.0,570.02,605.87,145.14334441,85598.1688839,589.74918369
2016-11-15,570.71,589.79,566.72,579.36,86.59671614,49975.2059043,577.102783246
2016-11-14,563.48,572.27,557.8,570.65,122.37536242,69154.2482271,565.099435537
2016-11-13,563.86,564.83,547.2,563.48,79.59586173,44529.1872809,559.440984909
2016-11-12,577.45,577.53,560.45,563.44,67.61490235,38529.7622936,569.841276915
2016-11-11,580.79,581.7,569.09,577.54,70.114,40414.0783354,576.405259084
2016-11-10,584.79,586.01,569.14,580.87,112.3363066,65095.4638939,579.469504242
